city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1284,-95.9037,674211,403090,790,polygon,True,America/Chicago,74133 74130 74137 74135 74132 74136 74134 74145 74127 74110 74112 74114 74115 74117 74119 74015 74129 74128 74120 74126 74116 74107 74105 74104 74103 74146 74106 74108 74101 74102 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74157 74158 74159 74169 74170 74171 74172 74182 74186 74187 74192 74193,1840021672
Arlington,Arlington,TX,Texas,48439,Tarrant,32.6998,-97.1251,392772,392772,1581,polygon,True,America/Chicago,76040 76006 76001 76002 76018 76013 76012 76011 76010 76017 76016 76015 76014 76003 76004 76005 76007 76019 76094 76096,1840019422
New Orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288,1024421,391495,892,polygon,True,America/Chicago,70139 70130 70131 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70141 70142 70143 70145 70146 70148 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70183 70184 70185 70186 70187 70189 70190 70195,1840001839
Wichita,Wichita,KS,Kansas,20173,Sedgwick,37.6894,-97.344,482205,389902,942,polygon,True,America/Chicago,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,1840001686
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga,41.4766,-81.6805,1731637,385809,1917,polygon,True,America/New_York,44135 44128 44120 44119 44113 44112 44111 44110 44115 44114 44144 44127 44104 44105 44106 44101 44102 44103 44108 44109 44181 44188 44190 44191 44192 44193 44194 44195 44197 44198 44199,1840000596
Tampa,Tampa,FL,Florida,12057,Hillsborough,27.9937,-82.4454,2744107,377165,1283,polygon,True,America/New_York,33637 33629 33621 33620 33647 33602 33619 33616 33613 33611 33617 33614 33610 33612 33605 33604 33609 33607 33606 33603 33601 33608 33622 33623 33630 33631 33633 33646 33650 33655 33660 33661 33662 33663 33664 33672 33673 33674 33675 33677 33679 33680 33681 33682 33684 33685 33686 33687 33688 33689 33694,1840015982
Bakersfield,Bakersfield,CA,California,6029,Kern,35.3528,-119.0354,567585,376380,977,polygon,True,America/Los_Angeles,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93384 93385 93387 93389 93390,1840019148
Aurora,Aurora,CO,Colorado,8001,Adams,39.7085,-104.7274,361710,361710,909,polygon,True,America/Denver,80247 80045 80137 80018 80019 80016 80017 80014 80015 80012 80013 80010 80011 80040 80041 80042 80044 80046 80047,1840018794
Anaheim,Anaheim,CA,California,6059,Orange,33.839,-117.8572,351043,351043,2712,polygon,True,America/Los_Angeles,92808 92806 92807 92804 92805 92802 92801 92803 92809 92812 92814 92815 92816 92817 92825 92850 92899,1840019322
Santa Ana,Santa Ana,CA,California,6059,Orange,33.7366,-117.8819,334217,334217,4753,polygon,True,America/Los_Angeles,92705 92707 92701 92703 92704 92706 92702 92712 92735 92799,1840021964
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,27.7173,-97.3822,341570,325733,720,polygon,True,America/Chicago,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78415 78414 78417 78416 78411 78410 78413 78412 78347 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480,1840019718
Riverside,Riverside,CA,California,6065,Riverside,33.9382,-117.3949,2065627,324722,1544,polygon,True,America/Los_Angeles,92508 92503 92501 92505 92504 92507 92506 92502 92513 92514 92516 92517 92521 92522,1840020551
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,312495,318449,433,polygon,True,America/New_York,40508 40509 40505 40502 40504 40507 40503 40506 40511 40516 40513 40510 40517 40515 40514 40512 40522 40523 40524 40526 40533 40536 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,1840015211
Saint Louis,Saint Louis,MO,Missouri,29510,St. Louis (city),38.6358,-90.2451,2096990,311404,1940,polygon,True,America/Chicago,63110 63111 63112 63113 63115 63116 63118 63120 63107 63106 63104 63103 63102 63101 63109 63108 63155 63139 63137 63143 63147 63145 63150 63151 63156 63157 63158 63160 63163 63164 63166 63167 63169 63171 63177 63178 63179 63180 63182 63188 63195 63197 63199,1840001651
Stockton,Stockton,CA,California,6077,San Joaquin,37.9766,-121.3111,390117,307072,1922,polygon,True,America/Los_Angeles,95212 95210 95211 95219 95209 95205 95207 95206 95202 95204 95203 95201 95267 95269 95296 95297,1840021517
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.4396,-79.9763,1722206,303625,2116,polygon,True,America/New_York,15216 15217 15214 15212 15210 15211 15218 15219 15290 15233 15260 15232 15205 15204 15207 15206 15201 15203 15208 15224 15213 15234 15222 15221 15220 15226 15120 15230 15231 15240 15242 15244 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15268 15270 15272 15274 15275 15276 15277 15278 15279 15281 15282 15283 15286 15289 15295,1840001254
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1412,-84.506,1634573,298800,1480,polygon,True,America/New_York,45219 45213 45212 45211 45217 45216 45214 45225 45229 45226 45227 45224 45204 45205 45206 45207 45202 45203 45208 45209 45223 45239 45238 45237 45220 45230 45233 45232 45201 45221 45222 45234 45235 45250 45253 45254 45258 45262 45263 45264 45267 45268 45269 45270 45271 45273 45274 45275 45277 45296 45298 45299 45999,1840003814
Anchorage,Anchorage,AK,Alaska,2020,Anchorage,61.1508,-149.1091,256724,298192,67,polygon,True,America/Anchorage,99518 99515 99517 99516 99513 99540 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99511 99514 99520 99521 99522 99523 99524 99529 99530 99599,1840023385
Henderson,Henderson,NV,Nevada,32003,Clark,36.0145,-115.0362,292969,292969,1080,polygon,True,America/Los_Angeles,89044 89052 89002 89074 89015 89014 89011 89012 89009 89077 89105 89140,1840020361
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.096,-79.8275,331894,287027,874,polygon,True,America/New_York,27410 27455 27408 27409 27403 27401 27406 27407 27405 27214 27402 27404 27411 27412 27413 27415 27416 27417 27419 27420 27425 27427 27429 27435 27438 27495 27497 27498 27499,1840013356
Plano,Plano,TX,Texas,48085,Collin,33.0502,-96.7487,286057,286057,1541,polygon,True,America/Chicago,75093 75023 75025 75024 75074 75075 75026 75086,1840020662
Newark,Newark,NJ,New Jersey,34013,Essex,40.7242,-74.1724,281764,281764,4496,polygon,True,America/New_York,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07184 07188 07189 07191 07192 07193 07195 07198 07199,1840002791
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.8102,-96.6808,280741,280364,1183,polygon,True,America/Chicago,68528 68524 68526 68520 68521 68522 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68501 68509 68529 68542 68544 68583 68588,1840009357
Toledo,Toledo,OH,Ohio,39095,Lucas,41.6639,-83.582,492237,278508,1332,polygon,True,America/New_York,43615 43611 43613 43612 43614 43608 43606 43607 43610 43604 43605 43609 43620 43623 43601 43603 43635 43652 43654 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699,1840000572
Orlando,Orlando,FL,Florida,12095,Orange,28.4801,-81.3448,1757288,277173,1041,polygon,True,America/New_York,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32812 32811 32814 32802 32816 32834 32853 32854 32855 32856 32857 32858 32859 32860 32861 32862 32867 32868 32869 32872 32877 32878 32885 32886 32887 32891 32897,1840015099
Chula Vista,Chula Vista,CA,California,6073,San Diego,32.6281,-117.0144,267172,267172,2078,polygon,True,America/Los_Angeles,91911 91910 91913 91915 91914 91902 91908 91909 91912 91921,1840019350
Irvine,Irvine,CA,California,6059,Orange,33.6772,-117.7738,266122,266122,1566,polygon,True,America/Los_Angeles,92617 92614 92612 92618 92620 92602 92603 92604 92606 92616 92619 92623 92650 92697 92698,1840019325
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,41.0885,-85.1436,326814,264488,923,polygon,True,America/Indiana/Indianapolis,46835 46845 46818 46814 46815 46816 46825 46803 46802 46807 46806 46805 46804 46809 46808 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46896 46897 46898 46899,1840008261
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7161,-74.0683,264152,264152,6894,polygon,True,America/New_York,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,1840003600
Durham,Durham,NC,North Carolina,37063,Durham,35.9801,-78.9045,400379,263016,929,polygon,True,America/New_York,27701 27703 27704 27707 27709 27705 27712 27713 27702 27706 27708 27710 27711 27715 27717 27722,1840013364
Saint Petersburg,Saint Petersburg,FL,Florida,12103,Pinellas,27.7931,-82.6652,260999,260999,1631,polygon,True,America/New_York,33705 33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33701 33703 33704 33729 33730 33731 33732 33733 33734 33736 33737 33738 33740 33741 33742 33743 33747 33784,1840015977
Laredo,Laredo,TX,Texas,48479,Webb,27.5536,-99.489,256752,257156,1015,polygon,True,America/Chicago,78046 78045 78043 78040 78041 78042,1840021002
Buffalo,Buffalo,NY,New York,36029,Erie,42.9016,-78.8487,920136,256902,2456,polygon,True,America/New_York,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14218 14211 14210 14213 14212 14215 14214 14216 14205 14231 14233 14240 14241 14260 14263 14264 14265 14267 14269 14270 14272 14273 14276 14280,1840000386
Madison,Madison,WI,Wisconsin,55025,Dane,43.0809,-89.3921,434967,252551,1268,polygon,True,America/Chicago,53706 53704 53705 53703 53714 53726 53792 53719 53718 53715 53717 53716 53711 53713 53701 53707 53708 53725 53744 53774 53777 53778 53779 53782 53783 53784 53785 53786 53788 53789 53790 53791 53793 53794,1840002915
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5665,-101.8867,261076,252506,794,polygon,True,America/Chicago,79406 79401 79423 79424 79416 79412 79410 79411 79414 79404 79407 79403 79415 79413 79402 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499,1840020604
